,0
270,"The BJP stands committed to peace amongst all nations; prosperity for all the peoples of the world; and, an international role for India that befits this great and ancient nation."
271,"   2 Nation’s Security Protecting Our Country The BJP accords the highest importance to the security of our Nation, our Society and our Citizens."
272,"We charge the present government with imperilling our security, internal and external, as never before."
273,Our defence expenditure has been cut steadily in real terms during the Narasimha Rao regime.
274,This has seriously compromised our combat effectiveness.
275,"The present Congress government has been functioning without a full-time Defence Minister for over three years, and this negligence of India’s sword arm has begun to affect the morale of our gallant forces."
276,The BJP will correct this damaging imbalance.
277,We will accord due importance to all security related issues — the emerging global realities and regional complexities demand this as the very minimum response from our government.
278,Internal Security The nature of the state and its relationship with society has a direct bearing on the level of the citizens’ national commitment.
279,An insensitive and uncaring state erodes the citizens’ allegiance to the nation.
280,The BJP will restore national commitment to its rightful place by establishing a harmonious relationship between state and society.
281,"We will: Defuse tension in long-festering trouble spots; Ensure protection of life and property from insurgents and foreign mercenaries; Provide our security apparatus with a free hand to deal with terrorism; Revitalise and reinforce law and order machinery;   Institute police reforms and upgrade the capability of the force; and, Legislate tough deterrent laws against terrorist and disruptive activities (TADA was repealed to pander to vote bank politics) while safeguarding democratic rights."
282,Jammu & Kashmir The absence of political far-sightedness and clarity of national objectives has resulted in our nation continuing to have to pay a price even 50 years after Jammu & Kashmir became a part of the Republic.
283,The failure of successive Congress Governments to formulate a Jammu & Kashmir policy that takes into account the State’s internal problems has led to a situation where this strategic border state has emerged as the principal challenge to Indian nationhood.
284,The BJP realises the magnitude of the challenge and dedicates itself to the task of not only solving the internal problems of the state but also reclaiming the portion of our territory which has been illegally held by Pakistan for nearly five decades.
285,"Without repeating the mistakes of yesteryears and merely reacting to Pakistan’s moves, we will: Immediately strengthen the civil administration by inducting able and honest administrators; Provide a free hand to our security forces to deal with the menace of terrorism and induction of men and arms from Pakistan, while ensuring that democratic rights are not violated; Cleanse the local police and administration of malcontents who have aligned themselves with the terrorists or are pro-Pakistan; Declare Doda a disturbed area and invoke the Armed Forces (Special Powers) Act to prevent this district from becoming a haven for mercenaries and terrorists; Launch a massive welfare programme for all regions of the state and ensure that there is no seepage; Hold free and fair elections in the state after terrorism has been brought under control and every person, including the Pandits who have been forced out of the Valley, is provided with an opportunity to participate in the polls;   2 ."
286,"Rehabilitate all persons displaced from terrorism-afflicted areas of Jammu & Kashmir; and, Set up regional councils for Kashmir, Jammu and Ladakh."
287,North-East The north-eastern states of our country continue to suffer from the violence perpetrated by insurgency and ethnic strife.
288,"Poor governance, a callous administration, seepage of development funds, and Congress’ politics of manipulation have contributed to the alienation of the people and the growth of insurgency."
289,"In Assam, ULFA and Bodo militants have begun to strike with regularity; in Nagaland and Manipur the NSCN continues with its depredation; and, in Tripura, militant tribal outfits have once again reared their ugly heads."
290,The tide of illegal immigration from Bangladesh has only worsened the situation.
291,The BJP will address itself to the problems of our north-eastern States and institute a grievance redressal system monitored from Delhi.
292,"It will also take the following steps to restore the rule of law in the troubled States: Check the inflow of foreign arms and terrorists from training camps across the border; Strengthen the security apparatus and intelligence network; Provide all citizens with identity cards on a priority basis; Check the narcotics trade and attendant ills in the region; and, Plan and execute an integrated and accelerated economic development programme."
293,"Himalayas Over the past five decades, our Himalayan bastions have been strategically pierced."
294,"Despite that, the attitude of successive Congress governments has remained unchanged."
295,"Strategically, the government has failed to restore a balance there, leave alone regain the initiative."
296,"In the process, we have also lost large national territories to the People’s Republic of China, thus demonstrating an absence of strategic thought about our Himalayan bastions."
297,The BJP will evolve a security policy for the Himalayas so that India’s national interests are fully safeguarded.
298,"External Security We believe that pro-active diplomacy, especially defence diplomacy, coupled with adequate preparedness of our armed forces, is the key to securing our frontiers against aggression."
299,This requires both strategy and tactics.
300,"The BJP will: Set up a National Security Council; Re-evaluate the country’s nuclear policy and exercise the option to induct nuclear weapons; Though the BJP stands committed to a nuclear-free world, we cannot accept a world of nuclear apartheid."
301,(i) The BJP will thus not agree to the Comprehensive Test Ban Treaty (CTBT) unless there is a simultaneous agreement for a time-bound global elimination of nuclear weapons in their entirety.
302,(ii) The BJP will not agree to the Fissile Material Control Regime(FMCR).
303,(iii) The BJP will not agree to the Missile Technology Control Regime (MTCR).
304,Expedite the serial production of Prithvi and make Agni I operational for the deployment of these missiles.
305,"In addition, hasten the development of Agni II; Immediately upgrade conventional weapons and weapons systems of the armed forces; Strengthen the intelligence-gathering system, inclusive of all intelligence agencies, initiate a Centre-State initiative on intelligence gathering and sharing, step up air surveillance of our territory, and acquire state-of-the-art electronic equipment; Strengthen the Air Force fleet with new generation aircraft; Make a qualitative and quantitative improvement in our naval capabilities; Invest in R&D in areas of defence and missile technology so that we become increasingly self-reliant; Peg defence-related expenditure to real requirements; and, Re-examine the role, structure and composition of the numerous para-military forces and reorganise and reform them."
306,2 Jawan The BJP is rightly proud of our valiant soldiers who have dedicated their lives to defend our nation from external aggressors and internal subversives.
307,"We believe it is our duty to take care of our serving jawans and look after those who have retired from service, as well as their families."
308,"To fulfil this duty, the BJP will adopt the following programmes and policies: The terms of service, including pay and allowance, housing, education for children and pension, of all ranks will be improved so as to attract men and women of high calibre."
309,"The present shortage of men and officers does not have to be met by lowering standards of entry; Widows and dependents of jawans who die in action will receive higher benefits and compensation; Pension disparities will be solved and anomalies sorted out expeditiously; Hospitals for veterans will be set up throughout the country so that no ex-serviceman, irrespective of his rank, is denied medical care; Ex-servicemen’s welfare will be included in the concurrent list; The services of our retired soldiers will be used to the maximum extent possible, especially in insurgency- affected areas."
310,"Wherever there is a stipulated percentage for employing ex-servicemen, it will be fulfilled; Necessary changes will be made in agricultural and urban tenancy laws to secure the proprietary rights of servicemen; and, District Sainik Boards will be strengthened."
311,"Illegal Immigration: Demographic Invasion — A Threat to Our Security We believe that illegal immigration from our neighbouring countries, especially Bangladesh, has a direct impact on our nation’s security and has an unsettling effect on our demography."
312,"Given the sheer dimension of numbers there are as many as 1.7 crore illegal immigrants, the bulk of them Bangladeshis, living in various parts of the country."
313,"Illegal immigration is not only transforming   the geography, but the sociology, the economy, indeed even the politics of this country."
314,India is facing an explosive issue.
315,"If our demographic balance is allowed to be disturbed by inept policies and political considerations, various demographic entities are bound to come in conflict, thus adversely affecting our security environment."
316,"The invasion of illegal immigrants from Bangladesh has led to an alarming growth in a section of the population in our North-East, in Assam, in West Bengal, parts of Bihar and Delhi."
317,"In certain areas, a section of the population has grown by almost 100 per cent."
318,"The BJP proposes to: Complete barbed wire fencing along the India-Bangladesh border, beginning with the plains, to prevent infiltration; Detect illegal immigrants, delete their names from voters’ lists and arrange for their deportation without any further delay; Declare all property deals between Indians and illegal immigrants as null and void; Amend immigration rules and other laws to impose stringent checks on illegal entry into India; and, Expedite the issuance of identity cards to all citizens of the country."
319,"   2 Villages, Our Farmers, Our Poor Towards a Revitalised Rural Economy Our country has an abundance of natural resources fertile lands, flowing rivers, rich mineral deposits and verdant forests."
320,"More than anything else, we have a large army of farmers that shoulders the onerous task of feeding our people."
321,"But the wrong priorities of the last 50 years of Congress misrule and the lopsided model of development pursued by policymakers have impoverished vast sections of our farmers, rendering agriculture economically non- viable."
322,"Worse, bulk of the monies earmarked for infrastructural development, health, education and civic amenities has been canalised to the urban areas despite the fact that the majority of the population lives in villages."
323,"Less than a quarter of the country’s population, 23.31 per cent, lives in urban areas, compared to the overwhelming 76.69 per cent which lives in villages."
324,"As many as 71.4 per cent of our people are economically dependent on agriculture: This sector of our economy, therefore, generates the highest employment as well as provides the biggest market."
325,"Yet, this sector continues to be neglected by Congress policy-makers."
326,"The Bharatiya Janata Party believes that India cannot emerge as a powerful nation until the lot of our farmers is improved, adequate attention paid to the agricultural sector, an all-out war launched against poverty, and investments are made in agro-industry as well as small-scale and cottage industry catering to the requirements of our villages."
327,"Our country’s progress is linked to the well-being of our villages, our farmers and our poor."
328,"Congress’ Policy: Not to Have a Policy on Agriculture In the absence of any well thought out agricultural policy focussing on rural development and reconstruction, agriculture is fast becoming a losing proposition for our farmers."
329,"While fixing agricultural prices, successive Congress governments have not taken into account the expenses incurred by our farmers on seeds, fertiliser, power, water, pesticides, machinery and labour."
330,No effort has ever been made to bring about parity in the prices of industrial and agricultural produce.
331,"As a result, our farmers are forced to sell the fruit of their labour at low prices even while they have to pay ever-increasing prices for the necessary inputs."
332,"Not surprisingly, this has contributed to the impoverishment and indebtedness of our farmers, pushing vast sections of them dangerously close to or even below the Poverty Line."
333,"According to the Planning Commission’s own estimates, almost 42 per cent of our rural population lives below the Poverty Line."
334,"No less alarming is the fact that the number of our villagers dependent on per acre of land has been steadily increasing, compared to other countries where this dependency has dramatically decreased with governments investing in agro-industry which offers alternative sources of employment."
335,No effort has been made to set up an adequate number of small-scale and cottage industries in our rural areas to absorb idle hands.
336,This has also contributed in no small measure to the impoverishment of our farmers.
337,"In 1950-51, the ratio of the disparity between the per capita income in rural and urban areas was 1:2; in 1995-96 it stood at 1:4."
338,"Similarly, while per family income has risen by 52 per cent in urban areas since 1952, it has increased by a mere 7.8 per cent in rural areas."
339,"Ironically, these neglected villages form a vast market and from this market, as much as Rs 48,000 crores flow to our urban areas every year."
340,"By killing our villages, we will be destroying this market."
341,"Conversely, by developing our villages, we will be strengthening this market, which in turn will benefit our urban areas."
342,"In other words, urban India cannot survive without rural India."
343,But this simple truth has been ignored for the last 50 years.
344,"Today, three out of every four Indians live in villages, condemned to a life of exploitation and increasing social, political and economic marginalisation."
345,"2 ’s Agenda For Our Farmers, Our Poor We pledge to reverse this trend of social, political and economic marginalisation of our rural population and empower our farmers."
346,We are committed to restoring agriculture to its rightful place and thus steering our people into an era of prosperity and social equality by the opening decade of the new century.
347,No country can be great if its people remain poor.
348,Our first task will be to wipe out the dark curse of poverty.
349,"We will allocate greater resources for effective poverty alleviation programmes; we will invest in agriculture and small-scale industry; we will build from the bottom up, for that is the only way we can build an enduring edifice of development."
350,"To develop rural India, the BJP will: Allocate 60 per cent of plan funds for agricultural and rural development; Treat villages as the basic unit of development and provide each village with basic facilities like roads, irrigation, drinking water, education, health and sanitation; Provide shelter to the homeless in our villages; Develop agriculture, enhance production and improve living standards in our villages by (a) Fixing agricultural prices after taking into account all expenses incurred by farmers; (b) Reducing the per acre cost of production; (c) Increasing the average per acre production; (d) Reducing the overall dependence on agriculture; (e) Providing alternative employment to displaced farmers; Give agriculture the same benefits as industry; Set up an Agricultural Costs and Prices Commission in which farmers and agricultural specialists will together comprise two-thirds of the members."
351,"The Commission will be autonomous and its recommendations will be binding; Announce the total cost of inputs, the total expenditure incurred by farmers, and thereafter announce the support prices; Link support prices to the price index; Ensure parity between agricultural and industrial products   in respect of pricing; Conduct extensive research to evolve methods of dryland farming; Give priority to the farmers’ interests while determining the exim policy for agricultural produce; Enforce prompt payment for agricultural produce."
352,There will be automatic interest addition to payments delayed beyond two weeks; Extend crop and animal insurance to all agricultural produce.
353,"Insurance schemes will also cover natural calamities; Establish a chain of warehouses with facilities for grant of advance payments of up to 80 per cent of the agricultural produce deposited; Encourage the use of fruit juice in the production of all beverages; Allow free movement of foodgrains throughout the country; Free sugar industry from licensing, and production of molasses from all restrictions on production and movement, as well as ensure that farmers receive an adequate share of the total prices; Maintain the subsidy on fertilisers; Improve the Public Distribution System; Establish farmers’ service centres; Give comprehensive documents to farmers which cover land records, ownership and all other relevant papers; Reform land acquisition laws and ensure that agricultural land acquired for any purpose receives prompt and full compensation at market rates; Free bonded labour and rehabilitate them; and, Launch employment guarantee schemes in rural India that will cover the largest possible number of people."
354,"To revive village industry, the BJP will: Establish an extensive chain of tiny and small-scale industrial units; Give the greatest impetus to this sector."
355,"To make agriculture- based sustainable, the BJP will sharpen the edge of agro   2 industries and food-processing; Provide all facilities, including easy access to credit and marketing to rural artisans and craftsmen; Set up a National Artisan Development Bank; Set up special institutes for skill upgradation; and, Give a thrust to wasteland development, social forestry and horticulture."
356,"To provide irrigation facilities, the BJP will: Launch time-bound irrigation projects and complete ongoing projects; Give priority to small and minor irrigation projects; Remove disparities between districts within states; Encourage the use of alternative sources of irrigation through incentives and better water management; Ensure that farmers are made to pay only for the water they consume; and, Draw up a master plan for flood control and harnessing of flood waters for irrigation."
357,Offer prompt compensation for crops lost in floods.
358,"To provide power for agriculture, the BJP will: Encourage rapid electrification of our villages so that no village is left without power by the turn of the century; Ensure adequate supply of power for agricultural activity; Set up small power stations and sub-stations in rural areas for supplying power exclusively to villages; and, Electricity Boards will be made to pay compensation to farmers if they fail to supply assured quantity of power."
359,"Similarly, farmers will be required to pay their power bill on time, To strengthen the cooperative movement, the BJP will: Free cooperatives from political interference; Prevent the intrusion of vested interests; Simplify rules and regulations governing the functioning of cooperative societies; Make entry in passbooks mandatory for all money deposits;   Only those entirely dependent on agriculture will be allowed to become members of farmers cooperative societies; and, Ensure free and timely elections to cooperative bodies."
360,"To implement land reforms, the BJP will: Enforce the implementation of Land Ceiling Laws in all States; Set up designated courts to expeditiously deal with all land ceiling disputes and monitor enforcement of verdicts; Expedite distribution of ceiling surplus land among landless farmers; Monitor the use of distributed land and prevent its alienation from beneficiaries;."
361,"Reclaim cultivable land lying fallow; Time-bound registration of all lands; and, Decide ownership rights at the level of Gram Panchayats without any delay."
362,"To alleviate poverty, the BJP will: Enhance public outlays for poverty alleviation and social infrastructure; Restructure the PDS, confining it only to the poor and the needy."
363,Burgeoning food stocks with a vastly reduced off take and a decline in the per capita consumption of cereals from PDS are powerful indicators of poverty rather than the misleading inflation indices.
364,PDS prices and the regulated intervals of offtake will be suitably adjusted so that the scheme becomes meaningful for fighting hunger and malnutrition.
365,"PDS will also be dovetailed to provide ‘Food for Work’ in employment programmes linked with poverty eradication; Identify poverty through indexation reflecting not only the level of consumption of calories but also the minimal social infrastructure status such as literacy, housing, drinking water, health and sanitation; Implement ‘Antyodaya’ schemes throughout the country because we hold that sustainable employment is at the core   2 poverty eradication."
366,"These Antyodaya schemes will be targeted at the poorest of the poor: Five crore families will be selected for immediate relief; Allocate more resources for food-for-work programmes so that they can be implemented round the year, as well as monitor their implementation; and, Introduce Langar Yojana and Annadan Yojana to ensure that no man, woman or child goes hungry."
367,"To ensure cow protection, the BJP will: Impose a total ban on the slaughter of cows and cow progeny by amending Article 48 of the Constitution to cover bulls and bullocks, and prohibit all trading (state as well as private) in the slaughter of cows and cow progeny; Implement a policy for improved cattle-breeding; and, Provide tax exemption to the income of Goshalas and Pinjrapoles."
368,"The BJP recognises the fact that from times immemorial, cow- protection has remained one of the basics of Indian culture and Indian agriculture, and it is on the patient back of the cow and its progeny that the entire structure of Indian agriculture rests."
369,"Over 70 million animals are employed in farming operations in Indian villages, more than 80% rural transport needs are met by the bullock-cart."
370,Our livestock is also an effective protection against environmental degradation.
371,"The BJP regretfully observes that millions of cows and cow progeny are slaughtered every year, most of them for export."
372,   Our Human Wealth Literacy and Health For All The Bharatiya Janata Party is committed to the creation of a Bharat whose citizens will not suffer from the dual affliction of illiteracy and malnutrition.
373,We believe that the state should invest in developing every citizen’s potential to contribute to the regeneration of our country.
374,"To achieve that, we will stress on health and education, both of which are challenges that have to be met by the first decade of the 21st century."
375,"India has to emerge as a powerful, self-reliant and proud nation."
376,True development will be possible only when we draw sustenance from our citizens; they are our true wealth.
377,Education The past five years have witnessed this core area of human resource development being increasingly deprived of state support.
378,"As a result, quality education is fast becoming the preserve of the social and economic elite of the country."
379,"The vast multitudes, who have been victims of inequity, continue to be denied the cherished ideal of literacy."
380,"The BJP will stress on providing equal opportunity of education, literacy and information."
381,"Towards this end, we will: Increase state spending on education progressively to at least six per cent of our Gross National Product; Spend more on primary education and enrol the help of non-government organisations in this area; Provide free education in order to universalise access to primary education; Offer incentives in the form of free text books, nutrition programmes and stipends to check dropout rate so that at   2 80 per cent children, both boys and girls, who enrol complete primary school education; Reduce learning period and introduce self-employment oriented vocational training programmes at high school level; Introduce an anti-cheating law which will be applicable to all States and whose abuse will be prevented through adequate safeguards; Launch community-level adult education programmes to provide functional literacy to at least 90 per cent of our adult illiterates in both villages and the cities; Set up a special monitoring authority to scrutinise the quality of education and remove gender disparity; Ensure autonomy to universities, encourage them to mobilise resources for research and higher education, and provide academic freedom to our scholars, especially in the social sciences; Improve the pay and emoluments of teachers at all levels and remove anomalies in college/university promotion rules; Enrol industry’s help to set up more technical and agro-industrial institutions that will provide affordable education; Abolish the system of capitation fees and monitor the functioning of private engineering and medical institutions; Launch a scheme for low interest bank loans for meritorious students who want to go in for higher education; and, Thwart attempts by foreign universities, colleges and institutes of dubious reputation to open branches in India and prevent the outflow of foreign exchange on studies abroad unless the course is relevant to our needs and requirements."
382,Health We believe in increasing state investment in health and nutrition programmes because this is the only path to the creation of a productive workforce by the beginning of the next century.
383,Our goal will be health for all.
384,"Towards this end, we will strive for:   Ending the scourge of malnutrition; Drastically reducing our infant mortality rate and underfive mortality rate by spending more on pre-natal and pos-natal health care programmes; Immunising every child against killer diseases; Providing every panchayat with a free primary health care centre with facilities for mother and child care, as well as access to these centres; Canalising a substantial portion of the health care allocation on preventive rather than curative aspects; Promoting awareness on cleanliness and disease prevention; Re-evaluating existing programmes to tackle sexually transmitted diseases, with special focus on AIDS; Making the screening of blood at blood banks mandatory and provide for punitive punishment for any violation; Holding doctors, para-medical and non-medical staff at government hospitals and health care centres accountable and instituting a mechanism for swift disposal of all complaints; Revising pay and emoluments of staff at Government hospitals and health care centre to attract the best talent; Promoting alternative medical sciences with special emphasis on Ayurveda and Unani systems; Protecting traditional medicinal plants, trees and cures; Preventing drug prices from escalating to a point where they become non-affordable for the masses; Introducing health insurance schemes at a minimal cost to the subscriber; and, Instituting a mechanism to monitor and collate healthrelated information."
385,"   2 Agenda For Women Nari Shakti: Towards Empowerment We hold that ‘Nari Shakti’ is not merely a phrase, it is the enunciation of our approach."
386,"Towards this end, the BJP will empower women, ensure that their dignity and rights are not trampled upon and help develop their full potential."
387,We are also committed to protecting the rights of the girl child.
388,The BJP will: End discrimination in any form against women and encourage gender sensitivity.
389,"All national policies will be subjected to gender analysis; Reserve 33 per cent seats in all elected bodies, including State Assemblies and Parliament, to make women real participants in a resurgent India of the 21st century; Actively promote the legal and economic rights of women which must be equal to those of men and not subject to the debilitating clauses of personal laws; Introduce a Uniform Civil Code that will: (i) Give women property rights; (ii) Ensure women’s right to adopt; (iii) Guarantee women equal guardianship rights; (iv) Remove discriminatory clauses in divorce laws; and, (v) Put an end to polygamy; Create conditions in society and workplace to ensure equal opportunities in employment and promotion, and end sexual harassment; Enforce the principle of equal wages for equal work whether in the organised or unorganised sector; Evolve a scheme for part-time jobs for women; Promote a health care system that will focus on the   nonreproductive health needs of women, especially in rural areas; Provide state support for single and working mothers through grants and subsidy, and formulate a forward looking housing policy to help women; Make women partners in the management of community assets and properties; Enrol the help of local self-governments to set up latrines for women in the rural areas; Set up a micro-credit system with the help of a national corpus to which both the Union and State governments, apart from banks, will contribute."
390,"Encourage the setting up of cooperative societies in rural areas to be managed by women and to benefit women entrepreneurs; Introduce skill-based training programmes and employment schemes which are area-specific; Design a special programme to provide women who were denied education with functional literacy; Amend laws that deal with molestation, rape and dowry to provide for in-camera trial, swift justice and tough deterrent punishment as well as rehabilitation of the victims of these crimes; Amend the Prevention of Immoral Traffic Act to make clients as culpable as commercial sex workers; Rehabilitate commercial sex workers and set up a special fund to provide health care and education to their children; Enact a law that will make registration of marriages with foreigners mandatory; Make it compulsory for the mother’s name also to be mentioned in all government and non-government records, starting from a child’s birth certificate to a person’s death certificate."
391,"Set up designated courts in every district for expeditious trial of civil and criminal complaints relating to women; Rapidly induct more women in the police force and appoint them in senior positions as well as set up a ‘Crimes Against Women Cell’ in every police station; Enact a special law to deal with the crime of domestic   2 against women; Promote a social agenda designed to discourage negative influences and end discrimination against the girl child in any form; Ruthlessly punish those who indulge in unethical practices like prenatal sex-determination test and female foeticide and infanticide; Invest in the girl child’s health, nutrition and education, from infancy through adolescence; Universalise primary and secondary education to narrow the gender gap and offer incentives for the girl child’s education in the form of free uniforms and books; Strictly enforce age of consent laws and end child prostitution; and, Have a fresh look at the UN convention for the elimination of discrimination against women (CEDAW) to determine whether the reservations expressed by the Government of India are justified."
392,"   Our Population Policy Towards a Sustainable and Balanced Growth Our people are our primary concern - their basic needs of health, education and employment must precede everything else."
393,"To ensure an equitable disbursement of resources so that the largest number of our people benefit from development policies, we must arrest the country’s runaway population and growth."
394,An increasing population can only mean a decreasing share of the fruits of development.
395,"Successive Congress Governments have ignored this crucial area of development planning, often for petty political motives."
396,This has resulted in a steep rise in population and severe demographic imbalances.
397,"The Bharatiya Janata Party believes that children are born — and have the right — to be happy, and not merely for existence."
398,"We will, therefore, put population-related issues, especially family planning, firmly back on the national agenda, and launch a people’s movement against the impending population explosion through persuasive policies."
399,"The BJP proposes to: Act on the reports of the National Development Council and the Swaminathan Committee to formulate a National Population Policy that will stabilise the population growth by the first decade of the new century; Enact a law that will debar those with more than two children from holding elected office, with 1996 as the cutoff year; Provide incentives to those among the economically weaker sections who opt for the ‘two-child’ norm in the form of special facilities for health, education, nutrition and employment opportunities."
400,"At the same time, the BJP will also introduce disincentives like limiting subsidised   2 and maternity benefits to two children with 1996 as the cut-off year."
401,"These disincentives will apply to all sections of society, irrespective of their social, economic or religious status to discourage large, unsustainable families; Ensure universal access to family planning information and quality facilities by involving non-government organisations, and promote awareness among the people, especially women, through counselling and educational programmes Introduce family planning methods and facilities that will allow women greater freedom of choice without imperilling their health; Launch a special campaign for women to seek about negative practices and encourage reproductive health services; Offer a special incentive in the form of a fixed deposit that will mature in 21 years for those couples who have only a girl child under a ‘Dattak Putri Yojana’."
402,Make family planning an integral part of policies to ensure widest applicability of these incentives and disincentives.
403,   Our Environment Only One Earth The BJP holds as a firm conviction that our ‘only one Earth’ is the endower of all our wealth and natural resources.
404,"This, however, is not for endless exploitation."
405,"Our environment has to be protected, not only to prevent the sanctity of Mother Earth from being profaned but also because our forests, our rivers and our skies sustain a multitude of lives."
406,No less important is the crucial role that environment plays in our nation’s security.
407,"Environment must be protected by subscribing to the concept of ‘sustainable development’, a philosophical tenet that is integral to our civilisational and cultural consciousness."
408,The BJP will: Introduce a National Environment Policy incorporating a healthy balance between development needs and preservation of natural resources.
409,The interests of and consultation with states will be fully ensured.
410,"To implement the policy, the Ministry of Environment and Forests will be recast as the Ministry for Ecological Security; Implement better management and harnessing of river waters as well as sources of ground water; Control land, air and water pollution by industry and urban centres."
411,"Municipal sewage treatment plants will be made obligatory; Formulate a programme for developing sustainable cities, with special emphasis on waste management and use of natural resources like water; Make environment studies a part of school, college and university curriculum and make environment issues an integral part of the visual media so that our children   2 a caring and protective attitude towards the ecological system that sustains our lives; Protect the traditional and other rights of Vanvasis and Girijans over forest resources and produce; Involve local self-governments at all levels, both in villages and cities, in implementing the National Policy; Provide easy access to information on conservation and sustainable use of natural resources; Ban the import of hazardous chemical wastes for recycling by any industry or for dumping; Minimise the use of non-biodegradable material for packaging by the consumer non-durable products industry; It will the conversion of forests or grazing areas for other purposes; Adopt aforestation policies to be fulfilled within a given timeframe and prevent the degradation of forests by natural or manmade causes."
412,"The cornerstone of the BJP’s forest policy will be a part of the total framework of land management, adoption of a dynamic programme of productive forestry and moving to private investment in forestry from total state management of forests."
413,"A programme will also be drawn up for the conversion of degraded forests, wasteland and marginal land into quality forests; Deny exploitation of offshore resources, especially marine life, by big trawlers; Promote R&D in environment-related studies and eco- technology for application in agriculture, industry and the services sector; Provide incentives to manufacturers of eco-friendly products; Not sanction tourism-related projects that disturb the environment and cause degradation."
414,"   Our Social Philosophy Harmony and Equality through Integral Humanism The Bharatiya Janata Party’s social philosophy, which is the bedrock of its social agenda, is rooted in integral humanism."
415,"It rules out contradictions between society and its various components, as also between society and the individual, or, for that matter, between the family, the basic building brick of our social structure, and the individual."
416,"From this stems the BJP’s commitment to the eradication of social and economic disparities that have prevented India from emerging as a modern, dynamic nation; to the creation of a socially integrated Bharatiya society which can proudly enter the new century."
417,"The BJP will help all socially and economically weak and backward sections of society, through special welfare and other schemes, to reach their full potential, For us, it is a historic task which we are resolved to fulfil."
418,"Equity and Equality The BJP will adhere to through its policies and programmes, to the ideals, principles and goals of equity and equality as enshrined in our country’s Constitution; The BJP will promote a casteless socio-economic order which will effectively provide access to equal opportunities to all citizens, irrespective of their caste, creed, religion or gender; The BJP will ensure that the place of an individual in society will not be determined on the basis of his birth; and The BJP will dismantle practices, customs, beliefs, usages and institutions which are divisive and discriminatory, and which in any manner hurt the dignity of the individual."
419,2 The BJP condemns unequivocally the practice of untouchability which is not only against the law of the land but runs counter to the very concept of integral humanism.
420,"Not surprisingly, the first brick of the Ram temple at Ayodhya was laid by a member of the Scheduled Castes, Kameshwar Chaupal."
421,The BJP will endeavour to create an ethos of equality in social and inter-personal relationships.
422,Weaker Sections The BJP will make the existing institutions and Constitutional safeguards for Scheduled Castes and Scheduled Tribes operationally more effective.
423,"The BJP views the provision of special facilities and special opportunities, including reservations, in the Constitution as practical steps to advance the deprived and under- privileged sections of society."
424,The BJP will continue with the existing policy on reservations till social and economic equity is achieved.
425,Our Scheduled Castes and Scheduled Tribes The BJP’s goal is to achieve social equality for all Scheduled Castes and Scheduled Tribes through political and economic empowerment.
426,"To achieve this goal, the BJP will: Stringently enforce laws against untouchability; Inquire into all cases of atrocities, publish the findings, punish the guilty and rehabilitate the victims as expeditiously as possible; Lay stress on education, vocational training and skill upgradation; Take prompt action to fill up the backlog in jobs reserved for Scheduled Castes and Scheduled Tribes."
427,"The reservations policy will be backed up with a statute; Set up a financial agency on the lines of NABARD to cater to the individual and institutional credit needs of Scheduled Castes and Scheduled Tribes; Provide more facilities for greater participation of Scheduled   Castes and Scheduled Tribes in small scale, cottage and rural industries, as well as in trade and commerce; End the pernicious practice of carrying night soil and accelerate the rehabilitation of those engaged in scavenging; Wipe out the evil of bonded and child labour and rehabilitate the victims; Launch a massive housing programme for the homeless in villages; Allot pattas for land, home site and homes in the name of wives/widows/daughters; Take necessary steps to protect tribals from exploitation, especially by contractors, and indebtedness; Amend the existing forest policy to restore to the Vanvasis their rightful share of forest wealth and produce, as well as provide viable marketing facilities; Expedite the processing of the claims of Vanvasis and Girijans for pattas in forest and hill areas; Disallow the diversion of monies from Plan and Tribal SubPlan funds meant for the welfare and development of Vanvasis and Girijans; Prevent land alienation through conversion of tribal lands for industrial and other purposes; Formulate and implement a National Policy for the rehabilitation of families displaced by development projects."
428,This rehabilitation policy will be multi-dimensional and not merely provide financial compensation or means of livelihood.
429,"Governed by the principle of ‘total rehabilitation’, it will include social, economic, educational, environmental, occupational and cultural aspects."
430,Encourage the setting up of inter-state regional coordination councils to implement a common welfare programme for tribals living in contiguous areas of neighbouring states.
431,Erect a befitting memorial in honour of Maharishi Valmiki and Babasaheb Ambedkar in the national Capital.
432,Our Socially and Educationally Backwards The BJP is committed to providing both social and economic justice to the socially and educationally backward classes (Other Backward Classes) through the instrument of reservations.
433,"At the   3 time, we hold that the path to progress of all sections of our people lies not through social divisions brought about by casteist politics but through social harmony."
434,"The BJP advocates: Continuation of reservations for the Other Backward Classes till they are socially and educationally integrated with the rest of society; A uniform criterion for demarcating the ‘creamy layer’; Flow of reservation benefits in an ascending order so that the most backward sections of the OBCs get them first; Ten per cent reservation on the basis of economic criteria to all economically weaker sections of society, apart from the Scheduled Castes/Scheduled Tribes and the Other Backward Classes; and, Special programmes to provide education and vocational training as well as awareness campaigns."
435,"Enabling Our Disabled As many as five crore of our people have been socially, politically and economically marginalised because of their physical and other disabilities."
436,"Successive Congress governments have not only abdicated their responsibility towards these less fortunate of our citizens, but also resisted their empowerment and, therefore, their inclusion in the national mainstream."
437,"The level of official apathy can be gauged from the fact that during the last year of its tenure, the Rao Government allocated Rs 42 crore for the welfare of the disabled, which works out to Rs 8 per person."
