,0
300,"Private Investment: In an open, market econo- my, the private sector must play the lead role in identifying opportunities, mobilising resources, adopting advanced technology, producing goods and services, and securing domestic and foreign markets."
301,Congress promises to extend full support to the private sector and to revive the animal spirits of our entrepreneurs.
302,b.
303,Government Expenditure: Government expen- diture must play a lead role in the creation and provision of public goods.
304,"Congress promises adequate expenditure on roads, railways, waterways, drinking water, sanitation, healthcare, education, national and internal security."
305,"c. Domestic Consumption: In a developing country, rise in consumption is a sign of healthy economic growth."
306,It is important that the poorer sections of our people consume more.
307,Supply of goods and services must be abundant and prices must be reasonably stable.
308,Congress will repose faith in the trading community and create a policy environment that will encourage domestic consumption.
309,d. Exports: No country has achieved high eco- nomic growth without high growth of exports.
310,An example is India during the Congress period from 2004 to 2014.
311,"Congress will adopt a policy on foreign trade that will ensure that exports become, once again, a key driver of economic growth."
312,"Congress promises to encourage saving, especially household saving, through suitable rewards for savers."
313,Savings provide the resources for invest- ment.
314,Our goal will be to achieve a savings level of 40 per cent of GDP and a Gross Capital For- mation level of 35 per cent of GDP.
315,We will work with banks and insurance companies to introduce simple financial products for households.
316,Foreign Direct Investment (FDI) plays a crucial part in development.
317,"FDI will be welcomed in all sectors, subject to exceptions on the ground of national security."
318,Rules and regulations will be minimal.
319,FDI will be accorded national treatment and there will be a level playing field for foreign and domestic investors.
320,There will be no expropria- tion and no retrospective taxation.
321,"Investments have to be prudently distributed among the different sectors—agriculture and allied activities, industry, and services with special emphasis on education and healthcare."
322,Congress believes in the crucial role played by market in allocation of resources.
323,"Where it is absolutely necessary, there will be policy intervention to prevent misallocation of resources."
324,"Congress promises to review all laws, rules and regulations governing investments within 3 months."
325,Instruments that are inconsistent with a market economy or outdated or obstructionist will be repealed.
326,Foreign Trade Policy will be reviewed and restat- ed within 3 months.
327,Exports and imports shall be free and consistent with WTO rules.
328,Any instrument that has the effect of altering this guiding principle will be supported by sufficient justification and its operation will be limited to a sunset date.
329,Every sector of the economy needs credit.
330,"A ro- bust and healthy banking system, supplemented by non-banking finance companies, is critical to delivery of credit."
331,"While the RBI is the regulator of banks and NBFCs, the government has the respon- sibility to ensure that there is adequate liquidity, cash in circulation and flow of credit."
332,"The BJP Government denied adequate credit to MSMEs, agriculture, trade and exports."
333,They created the Daam—An Economy That Works For All / 19 / 19 NPA scare that brought lending to a virtual halt.
334,A one-size-fits-all approach drove companies into insolvency.
335,Demonetisation shut out all sources of informal credit.
336,"The result is that the agriculture sector is in acute distress, MSMEs are shut or struggling to survive, trade is paralysed, and the volume of merchandise exports was flat for 4 years."
337,"Congress promises to reverse these gross distortions and, working closely with the RBI, re-start the process of credit delivery and ensure sufficient liquidity and cash in circulation."
338,India must increase the share of manufacturing from the current level of 16 per cent to 25 per- cent in a period of 5 years.
339,Congress believes that anything that can be made in another country can be made in India.
340,"Congress promises that it will adopt policies, formulate rules, levy taxes and reward entrepreneurship that will make India a global hub of manufacturing."
341,"Congress recognises that business—be it manufac- turing or supply or trade or exports—runs best on predictable and stable laws, protection of property rights and sanctity of contracts."
342,Congress promis- es to enact and enforce a comprehensive Law on Doing Business in India that will incorporate the best business practices and rules.
343,We will endeavor to bring every Fortune 500 company to set up a business in India.
344,Congress promises to encourage and incentivise starting of new businesses.
345,The Angel Tax imposed on Start-Ups will be withdrawn completely.
346,We will make India an innovation hub.
347,MSMEs were badly hit by demonetisation and a flawed GST.
348,Congress promises to devise a rehabilitation plan for MSMEs that were severely affected and help them revive and grow.
349,"Congress promises to disinvest from non-core, non-strategic central public sector enterprises."
350,Congress promises good and competent gover- nance.
351,The capacity of the traditional bureaucracy to deliver on our economic goals has been inade- quate.
352,We promise to induct into the administra- tion good economic policy makers and managers and give them a large degree of autonomy to design and implement policies that will advance the economic goals of the government.
353,"Unless we are vigilant, government has a tendency to interfere with markets as well as re-acquire control over trade, industry and business."
354,Gov- ernment has a role in an open and liberal market economy and it is worthwhile to state the Congress position on the role of government: a.
355,We must get government out of gratuitous interventions in the market; b.
356,We must get government into addressing notable market failures through regulation (e.g.
357,"capital market, banking, etc."
358,); and c. We must build capacity in government to do the things it must do (e.g.
359,"taxation, delivery of public goods and services, etc.)"
360,"Congress is conscious that while much has been achieved since liberalisation in 1991, there is much more to be done."
361,"Between 2004 and 2014, 14 crore people were lifted out of poverty."
362,That task has to be continued with renewed vigour.
363,"Congress promises that between 2019 and 2024, another 10 crore people will be lifted out of pov- erty and the ground will be prepared to wipe out poverty—and ensure that no one is left behind— by 2030."
364,09 Minimum Income Support Programme or Nyuntam Aay Yojana (NYAY) The abolition of poverty remains the foremost goal of the Congress.
365,We recall with pride that the Congress-led UPA government lifted 14 crore people out of poverty between 2004 and 2014.
366,"It is true that rapid and broad-based growth will reduce poverty and, in the medium to long term, eliminate poverty."
367,"On the other hand, decisive and focused intervention has the capac- ity to eliminate poverty within a decade."
368,"Congress, therefore, sets the goal of elimination of abject poverty by the year 2030."
369,Congress believes that the size of India’s GDP and the level of Total Expenditure (Central and State Governments) allow us to undertake an ambitious programme of cash transfer to the poorest sec- tions of the people without in anyway affecting the goal of fiscal prudence.
370,The main features of the Minimum Income Support Programme (MISP) or Nyuntam Aay Yojana (NYAY) will be: a.
371,The target population will be 5 crore families who constitute the poorest 20 per cent of all families.
372,They will be the beneficiaries of MISP or NYAY; b.
373,"Each family will be guaranteed a cash transfer of ₹ 72,000 a year; c. As far as possible, the money will be transferred to the account of a woman of the family who has a bank account or who will be urged to open a bank account; d. There will a Design phase (3 months) followed by a Pilot and Testing phase (6–9 months) before roll-out; e. The rollout will be implemented in phases; f. The estimated cost will be <1 per cent of GDP in Year 1 and <2 per cent of GDP in Year 2 and thereafter."
374,"g. As the nominal GDP grows and families move out of poverty, the cost will decline as a propor- tion of GDP."
375,"Congress will appoint an independent panel of eminent economists, social scientists and statisticians to oversee the design, testing, roll- out and implementation of the programme."
376,The programme will move from one stage to the other only after a ‘go ahead’ from the panel.
377,Congress intends to implement NYAY as a joint scheme of the Central and State Governments.
378,The scheme will be funded through new revenues and rationalisation of expenditure.
379,Current merit sub- sidy schemes that are intended to achieve specific objectives will be continued.
380,"The Congress goal is that ‘No Indian Family Shall Be Left Behind.’ To eliminate abject poverty by 2030, Congress will introduce Nyuntam Aay Yojana to provide ₹ 72,000 a year to the poorest 20 per cent families in India."
381,10 Taxation and Tax Reforms The 2 major taxes that will be the backbone of the economy are Income Tax and Goods and Services Tax.
382,"Congress reiterates its firm belief that the principles underlying these taxes should be simplicity, transparency and progressivity."
383,"Besides, a good tax administration must place trust in, and enjoy the trust of, taxpayers."
384,Congress will put an end to the tax terrorism unleashed by the BJP government that has put uncertainty and fear in the minds of individuals and businesses.
385,Direct Taxes Code Congress promises to enact the Direct Taxes Code in the first year of our government.
386,"It will usher in an era of simplicity, transparency, tax equity, easy compliance and impartial administration."
387,"Congress promises that the Direct Taxes Code will levy taxes at reasonable and progres- sive rates having regard to the level of current incomes, income inequalities and the principles of tax equity."
388,20 Daam—An Economy That Works For All / 21 / 21 11 Banking and Financial Sector Congress affirms its belief in a competitive banking and financial sector.
389,The BJP government has considerably weakened the banking sector in the last 5 years; there has been a sharp rise in non-performing assets; crony capitalism has thrived; and deserving sectors and individuals have been denied credit.
390,Congress promises to reverse these developments.
391,"Congress promises a comprehensive review of the concept, role and functions of Public Sector Banks (PSBs) in order to make PSBs robust and competitive with healthy balance sheets."
392,Congress will amalgamate 2 or more PSBs so that there will be only 6-8 PSBs with a national presence and reach.
393,Each of the amalgamated PSBs will be adequately capitalised.
394,"We will undertake a comprehensive review of the governance structure of PSBs and implement changes to make the PSB an independent com- mercial banking organisation that is competitive, healthy, efficient and profitable."
395,We will abolish the redundant Banking Board Bureau.
396,Congress promises that PSBs will continue to im- plement policies to serve the larger public interest including lending to priority and other disad- vantaged sectors that are denied adequate credit.
397,"We are concerned by the recent failure of some NBFCs that has affected the bond market, mutual funds and the flow of credit."
398,Congress promises to review and strengthen the regulatory regime of NBFCs in order to prevent such failures and to restore investor confidence.
399,We will take the necessary policy and administra- up to global size and standards.
400,Congress will set up an India Global Companies Fund and create a policy environment to support Indian- owned companies to become global companies.
401,"Congress will encourage the establishment of State-level and Regional-level institutions, including small banks, to provide bank credit to MSMEs."
402,Congress will also encourage State Governments to revive State Financial Corporations to provide long-term credit and risk capital to MSMEs.
403,We will strengthen and technologically-enable Regional Rural Banks and Banking Correspon- dents to accelerate financial inclusion so that citizens are provided banking services in their neighbourhood.
404,"Congress will work with the RBI to simplify the KYC process, avoid repetitive verification, and use a wider range of documents for the purpose."
405,"Congress promises to take necessary measures to develop a deep and broad securities market that will offer products that will attract more investors to the securities market, give them safe and ade- quate returns and offer investment solutions to their long term needs."
406,"tive measures to develop a robust, deep and liquid corporate bond market, municipal bond market and infrastructure investment trusts."
407,We will adopt policies to attract more investment—Indian and foreign—in our financial markets.
408,Congress promises to promote new Development Banks in order to provide long-term credit to development and infrastructure projects.
409,"Indian-owned new technology companies face a stiff capital barrier when they are poised to scale- We promise to take hard measures to prevent fraud in the banking, securities and financial markets (including money collection schemes) and deliver swift and deterrent punishment to offenders."
410,"Congress will encourage the establishment of State-level and Regional-level institutions, including small banks, to provide bank credit to MSMEs."
411,"Goods & Services Tax 2.0 Congress promises to review and replace the current GST laws with the GST 2.0 regime that will truly reflect the intent and purpose of a non-cascading, value-added, indirect tax."
412,"The GST 2.0 regime will be based on a single, moderate, standard rate of tax on all goods and services."
413,The rate will be revenue neutral to the current indirect tax revenues of the Central and State Governments and will take note of the potential of GST 2.0 to boost their tax revenues.
414,The GST 2.0 regime will levy a special rate of duty on demerit goods.
415,"GST 2.0 will be easy to administer, easy to understand by the taxpayer, and easy to comply with."
416,"We are confident that GST 2.0 will promote growth, new businesses and employment."
417,The website under GST 2.0 will be re-designed and made user-friendly with inputs from the taxpayers.
418,"Congress promises that Real Estate (all sectors), Petroleum Products, Tobacco and Liquor will be brought within the ambit of GST 2.0 in a manner and time period not exceeding 2 years agreed to in the GST Council."
419,"Essential goods of mass consumption (such as food grains, lifesaving drugs, vaccines, etc.)"
420,and essential services will be exempted from GST 2.0 or zero-rated.
421,All goods and services that are exported will be zero-rated and not subject to GST 2.0.
422,Congress promises that threshold exemption for small businesses will not be affected by inter-state supply of goods or services.
423,"In order to support small, unregistered business- es that supply goods and services, there will be no GST liability on the purchaser through the reverse charge mechanism."
424,Congress promises to abolish the e-way bill.
425,Tax evasion will be detected through the risk manage- ment mechanism and strengthening the intelli- gence machinery.
426,Congress will endeavor to allocate a share of GST revenues to Panchayats and Municipalities.
427,"Congress promises that a taxpayer will be required to file a simple, single quarterly return for his/ her business and an annual return."
428,Every tax payer will be subject to assessment by a single authority based upon turnover.
429,"The GST Council will be the policy-making body and will be served by a permanent secretariat of tax economists, tax policy experts and tax pro- fessionals."
430,Its minutes will be put in the public domain.
431,Congress promises that the DTC and GST 2.0 will be essentially civil laws and any violations will attract civil penalties that will be proportionate to the tax evaded.
432,Prosecution under DTC and GST 2.0 will be only in cases of criminal conspiracy or corruption or fraud.
433,"22 Daam—An Economy That Works For All / 23 / 23 12 Science, Technology and Innovation Investment in science, technology and innovation is an investment in the future of the country."
434,Development of scientific temper and inculcating a spirit of inquiry are critical for India’s progress.
435,Congress promises to work with industry to increase the expenditure on science and technology to 2 per cent of GDP.
436,"Congress promises to allocate sufficient funds to promote science, technology and innovation."
437,Congress promises to recruit more scientists to the various institutes of research and development and to fill all current vacancies in the posts of researchers and scientists within 12 months.
438,"We will strengthen Science Departments in NAAC-graded colleges and universities, provide them funds for equipment, laboratories and more teachers, and encourage them to publish their research."
439,Congress promises to strengthen patent laws and support Indian inventors and innovators to secure international patent protection.
440,"We will create a patent pool, acquire patents and allow access to patented technology to businesses at affordable cost."
441,"We will revitalise the National Innovation Council and make it the premier body to formu- late, debate, analyse and implement strategies for innovation and for the deployment of innovative technologies in different areas."
442,"We will establish a National Mission focused on sunrise technologies such as Big Data, Machine Learning, Internet of Things, 3-D Printing and Manufacturing, and Knowledge Networks."
443,Congress promises to enhance the India Inclusive Innovation Fund to provide funds to innovative enterprises to scale-up and expand their opera- tions as well as engage with persons at the bottom of the economic pyramid in order to promote inno- vation at the grassroots.
444,Congress will set up a Scenario Planning and Strategic Futures Office to look at medium- to-long term strategic opportunities and risks for the country as an aid to informed policy making.
445,Congress promises to set up a National Data Science Institute with adequate funding and human resources to train and produce world-class Data Scientists.
446,"13 Fisheries and Fisherfolk Over 140 lakh Indians depend, directly or indirectly, on fishing as a source of livelihood."
447,Congress is committed to faster growth of the fisheries industry.
448,Congress will establish a separate Ministry of Fisheries and Welfare of Fisherfolk.
449,We will constitute a National Fisherfolk Commis- sion to promote fishing and the welfare of fisher- folk.
450,It will address indebtedness and appropriate funding mechanisms for fishing.
451,Congress promises to recognise inland fishing and aquaculture as ‘agriculture’ and extend to them all the benefits available to agriculture.
452,"Congress promises to establish a permanent mechanism with neighbouring countries, e.g."
453,"Sri Lanka and Pakistan, to resolve problems faced by fisherfolk and to eliminate conflict, violence, coercive action and loss of lives, and to improve the livelihood opportunities of the fishing community."
454,"Shaan— Pride in Our Hard and Soft Power Congress will reverse the trend of declining defence spending under the NDA government, and will ensure that defence spending is increased to meet the requirements of the Armed Forces."
455,"We will expedite all modernisation programmes of the Armed Forces in a transparent manner, categorically address any remaining anomalies in one-rank one-pension for our Armed Forces, and improve social security, education and health facilities for our Paramilitary Forces and families."
456,"24 25 / 25 14 National Security National security is dependent on a sound defence policy, a sound foreign policy and wise leadership."
457,National security is not enhanced by chest-thumping or exaggerated claims.
458,"Congress will reverse the trend of declining de- fence spending under the NDA government, and will ensure that defence spending is increased to meet the requirements of the Armed Forces."
459,We will expedite all modernisation programmes of the armed forces in a transparent manner.
460,Congress promises to take strategic and hard measures to defend the territorial integrity of India and ensure the safety of our people.
461,"The concept of national security in the 21st century has expanded beyond defence of the territory to include data security, cyber security, financial security, communication security and security of trade routes."
462,Congress promises to evolve suitable policies to address each of these subjects.
463,Congress will establish the office of Chief of De- fence Staff (CDS) to be the principal adviser to the Government on matters relating to defence.
464,Congress will provide a statutory basis to the National Security Council (NSC) and the office of National Security Adviser (NSA).
465,"Their powers and functions will be defined under the law and both authorities, and the agencies under them, will be accountable to Parliament."
466,The BJP government left the National Security Advisory Board in limbo between January 2015 and October 2016 and then truncated the body.
467,"Congress will re-establish the NSAB, provide a statutory basis to the body, appoint experts from different disciplines and ensure that it will function as a permanent, professional advisory body advis- ing the NSC and the government."
468,Congress promises to rapidly expand domestic capacity to manufacture defence and security equipment.
469,"We will create manufacturing capac- ities in the public sector and in pre-qualified, security-cleared private sector companies."
470,15 Internal Security Congress promises that it will keep a vigilant eye on the security situation and take every measure that is required to maintain law and order and to provide a sense of security for every citizen and for every visitor to India.
471,"The key to internal security is intelligence, analy- sis and quick response."
472,Congress had put in place the Multi-Agency Centre and the NSG regional hubs.
473,Congress had also proposed to establish the National Counter-Terrorism Centre and NATGRID.
474,The BJP government dismantled the preparatory work and wasted 5 years.
475,NCTC was put in the cold storage and NATGRID is yet to be made operational.
476,Congress promises that NCTC will be set up within 3 months and NATGRID will be made operational by December 2019.
477,"The most serious threats to internal security emanate from (1) terrorism, (2) infiltration of militants, (3) Maoism or Naxalism and (4) caste or communal violence."
478,Congress believes that each of these threats deserves a separate and distinct response.
479,a.
480,We promise an uncompromising approach and hard measures to put an end to terrorism and to the infiltration of militants.
481,b.
482,"In the case of Maoism, the Congress will reso- lutely fight violent activities."
483,"At the same time, Congress will address developmental challenges in the areas concerned, enlist the support of the people and win over the Maoist cadres."
484,"c. In the case of caste or communal violence, Congress will put down such violence with a firm hand using the police forces at its com- mand, apprehend the instigators and bring them to justice."
485,There will be no room for self-appointed vigilante groups and moral policing brigades.
486,"Congress will work with State Governments to increase the strength of State police forces, fill all vacancies, equip and train them, and deploy them impartially to maintain law and order and to detect and punish violators and instigators."
487,"Congress promises to take strong action with respect to crimes against women, Scheduled Castes, Scheduled Tribes and minorities."
488,The law will be applied on the perpetrators without fear or favour.
489,They will not be allowed to walk on the streets with a sense of impunity.
490,"Congress will hold the District Administration responsible for riots, caste or communal violence, large scale crimes against women, and for the widespread breakdown of law and order."
491,16 Foreign Policy India’s foreign policy was profoundly influenced by the freedom movement and was devel- oped through the collective wisdom of far-sighted leaders.
492,"Unfortunately, foreign policy under the BJP has been reduced to the whim of one man, has become transactional and has been marked by outrageous flip-flops."
493,Our national interest has been the casualty.
494,"We promise to reverse these damaging developments and repose faith in our diplomatic corps to advise on, formulate and conduct foreign policy."
495,"Congress affirms its firm belief in the continued relevance of the policy of friendship, peaceful co-existence, non-alignment, independence of thought and action, and increased bilateral engagement in its relations with other countries of the world."
496,"Congress promises to establish a National Council on Foreign Policy consisting of members of the Cabinet Committee on Security, scholars, domain experts and diplomats to advise the Government on matters concerning foreign policy."
497,"We will work closely with all countries of the world, and particularly India’s neighbours and the G-20 countries, in various multi-lateral forums and institutions."
498,Foreign Trade will be an important element of our foreign policy and we promise to make every effort to significantly increase trade with other countries.
499,It was a Congress government that opened India’s economy to other countries of the world.
500,"Congress promises to strengthen its relations with other countries through enhanced economic co-operation, two-way investments and closer relations between businesspersons."
501,"Congress is implacably opposed to terrorism any- where in the world and promises to work with oth- er countries to eliminate terrorist groups, terrorist acts and cross-border terrorism."
502,We will persuade the United Nations to constantly review the list of terrorists and to expand the scope of sanctions.
503,Congress will take determined steps to persuade other countries to compel Pakistan to verifiably end its support to the terrorist groups that it shelters.
504,Congress promises to pass a Law on Asylum con- sistent with international treaties and conventions.
505,We will re-double the efforts to win for permanent membership India in the UN Security Council and the Nuclear Suppliers Group.
506,"Congress will work with SAARC and ASEAN coun- tries to enhance the volume of trade, investments, tourism and cultural exchanges and reap the bene- fits of geographical proximity."
507,"Congress promises to establish effective mecha- nisms with neighbouring countries, especially Sri Lanka and Pakistan, to resolve the problems faced by fishermen, to eliminate conflict, coercive action and loss of lives, and to improve livelihood oppor- tunities for our fishing communities."
508,"We will strengthen the Indian Council of Cultural Relations, expand its engagement with other countries and encourage the Council to in- crease the projection of India’s soft power globally."
509,"Congress promises to increase significantly the size of the Foreign Service, induct domain experts and scholars, open more missions abroad, participate more effectively in international organisations, leverage our growing economy and acquire a position of leadership in the world."
510,"Congress is implacably opposed to terrorism anywhere in the world and promises to eliminate terrorist groups, terrorist acts and cross-border terrorism."
511,26 Shaan—Pride in Our Hard and Soft Power / 27 / 27 17 Border Security India’s borders must be secure.
512,Secure borders protect the sovereignty and integrity of India.
513,Congress promises to enhance border security by undertaking a number of measures.
514,"We will accelerate the construction of border roads along all borders of India, especially, the India-China border."
515,We will enhance the capacity of the Border Roads Organisation and create separate divisions to build roads along the India-China and the India-Myanmar borders.
516,"We will increase the strength of border guarding forces—BSF, SSB, ITBP and Assam Rifles—and post them on or close to the border to prevent infiltration, illegal immigration and smuggling."
517,"We will construct modern, well-equipped Inte- grated Border Outposts to provide good working and living conditions for the forces."
518,The distance between 2 border outposts will be reduced.
519,The period of posting in high altitude border outposts will be reduced to 3 months at a time.
520,"18 Ex-Servicemen Under the UPA Governments, Congress accepted the principle of One Rank One Pension (OROP) and took 3 steps in 2006, 2010 and 2013 to- wards implementing the same."
521,"In February 2014, the UPA Government decided to close the gap for all retirees in all ranks."
522,Ex-servicemen believe that the BJP Government has not implemented OROP to their satisfaction.
523,Congress promises to remove the anomalies in the implementation of OROP.
524,"Congress promises to formulate and implement a policy of compensation to the families of martyrs that will include full pay and allowances, funding children’s education, a government job for a member of the martyr’s family and suitable monetary compensation."
525,"Congress will formulate and implement a policy that will allow Armed Forces personnel, who retire after a period of colour service or earlier, 19 Central Armed Police Forces The Central Armed Police Forces (CAPF) are our first line of defence at our borders."
526,They are also the force of choice when there is a breakdown of law and order.
527,Thousands of jawans have sacrificed their lives in the discharge of their duties.
528,Congress promises to enhance the capa- bilities of the force and to improve the welfare of our jawans.
529,"We will increase the strength of the CAPFs to We will enhance the facilities of health, educa- meet the growing requirements of border security and internal security At any given time, an adequate number of battal- ions will be on rest, recuperation and training and will not be deployed on operational duties."
530,"Congress promises to ensure increased repre- sentation of women to achieve a minimum of 33 per cent in the force strength of CISF, CRPF and BSF."
531,"Every effort will be made to induct more women into the other border guarding forces, namely, ITBP, SSB and Assam Rifles."
532,tion and housing for the personnel of the CAPFs and their families to bring them on par with the facilities provided for the Armed Forces.
533,We will set up schools on the model of Sainik schools to en- hance educational opportunities for their children.
534,Congress promises to enhance the status of the jawan and the benefits to the families of jawans in cases were the jawan dies in action.
535,We will set up a Committee to draft new Service Rules for personnel of the CAPFs.
536,lateral entry into the civil services based on their qualifications.
537,We will also allow Armed Forces personnel who retire before the age of 40 years to enter the Central Armed Police Forces at suitable levels based on their qualifications and physical fitness.
538,"20 Art, Culture and Heritage Art, culture and heritage constitute the identity of a people."
539,"A multi-cultural country like India can be truly proud of our many identities, which deserve to be protected and preserved."
540,Congress promises to substantially expand the Congress is committed to protecting the rich capacity of the Armed Forces medical corps and hospitals to cater to the needs of ex-servicemen and their families.
541,Congress will revise the procedure to determine the disability of injured armed forces person- nel and make the determination final subject to an appeal only at the instance of the disabled person.
542,All pending appeals filed by the Ministry of Defence will be withdrawn.
543,diversity of India’s art and culture and to ensuring it flourishes in an atmosphere of freedom and creativity.
544,We will resolutely oppose censorship as well as any attempt to denigrate the art and culture of any group.
545,"Sufficient support and funds will be provided to preserve and promote the art, culture and heritage of the groups of people whose identities are unique and are of anthropological significance."
546,We will provide fellowships to artists and crafts- people working in the field of traditional arts and crafts.
547,Congress will guarantee artistic freedom.
548,Artists and craftsmen will enjoy the freedom to express their views in any form without fear of censorship or retribution.
549,Attempts by vigilante groups to censor or intimidate artists will be viewed seriously and action against them will be taken according to the law.
550,Congress promises to substantially expand the capacity of the Armed Forces medical corps and hospitals to cater to the needs of ex- servicemen and their families.
551,28 Shaan—Pride in Our Hard and Soft Power / 29 / 29 23 Engaging With Citizens and Civil Society Congress affirms its belief that civil society organisations and groups are an important pillar of a parliamentary democracy.
552,"During the tenure of the UPA Governments, civil society played a key role in developing our rights-based agenda."
553,We will continue to engage with civil society activists and organisations and draw on their experience and knowledge.
554,"Congress promises to re-constitute the National Integration Council to promote unity, solidarity, communal harmony, fraternity and reconciliation."
555,Congress promises to work with the Council to fight divisive and communal forces that are a danger to the unity and solidarity of the country.
556,"Congress will set up an Inter-faith Council consisting of leaders of all religions in order to promote respect for all religions, mutual toler- ance and fraternity, to hold inter-faith dialogues, and enhance cultural exchanges between people belonging to different religions."
557,We will encourage citizens to form civil society organisations.
558,"We will create an institutional framework under which Central and State Govern- ments may consult civil society organisations on formulating policies, implementing programmes and obtaining feedback on outcomes."
559,Congress will use modern technology along with traditional brick-and-mortar service centres to increase the role of civil society organisations in policy and in decision-making.
560,Congress will create an institutional framework under which Central and State Governments may consult civil society organisations.
561,"Congress promises autonomy to cultural institutions, including financial autonomy."
562,We will promote art education in schools and colleges and support institutions that exclusively teach the arts.
563,We will encourage more scholars to study archaeology and anthropology and provide more scholarships and fellowships.
564,"Congress will support government and private efforts to establish museums, art galleries, libraries and archives."
565,"Congress will ensure that these institutions are easily accessible to children, students, historians and researchers."
566,Every effort will be made to retrieve India’s stolen art.
567,Congress will allocate sufficient funds and support measures to create digital archives of India’s art and culture.
568,The Copyright Act will be strengthened and enforced.
569,The Copyright Board will be reconstitut- ed and empowered to achieve the objects of the Copyright Act.
570,The Archaeological Survey of India deserves and will be provided more funds and human resourc- es.
571,More historical monuments will be brought under the care and control of ASI.
572,21 Tourism Foreign tourist arrivals in India in 2018 is estimated at about 1 crore.
573,"Comparing this number with the numbers of comparable countries, it indicates substantial under-performance."
574,Congress will take measures to achieve an annual growth of 20 per cent in tourist arrivals.
575,"Tourism is important for many reasons, the most important being its capacity to create jobs for people with different levels of education."
576,Congress promises a special tax regime for tourism-related businesses and income.
577,"We will establish an adequately capitalised Tourism Development Bank to provide low-cost, long-term funds for investment in tourism-related businesses."
578,"Congress will work with State Governments to provide, and improve, the infrastructure in and around places of tourist interest."
579,Congress will work with State Governments to cre- ate young volunteer groups to guide and assist visitors at important places of tourist interest.
580,India’s Missions abroad will be tasked with encouraging more visitors to India from the country to which each Mission is accredited.
581,Visa-on-Arrival Scheme will be expanded to include more countries and more categories of visitors.
582,No fee will be charged for tourist visas for a period of 3 years.
583,"22 Non-Resident Indians Congress affirms its belief that non-resident Indians, wherever they live and work, are an inseparable part of India."
584,"Congress promises to re-establish the We will review and expand the opportunities for Ministry of Overseas Indians that will be tasked to address the concerns of NRIs including their safety, conditions of work, social security and health benefits, education of their children, need for financial services and safe return to India."
585,Congress will task India’s Missions abroad to pay special attention to work safety and work condi- tions of Indian citizens in foreign countries.
586,We will appoint a Committee of Overseas Indian Citizens to review the work of the Missions in this regard.
587,higher education and review the fee structure for the children of NRIs in colleges and universities in India.
588,Congress promises to design and promote an NRI Invest Scheme to offer more opportunities and options to NRIs to invest in India.
589,We will establish a single point of contact and simplify the proce- dures to enable NRIs to invest in businesses in India.
590,"30 Shaan—Pride in Our Hard and Soft Power / 31 / 31 Sushasan— Good Governance Through Independent and Accountable Institutions Congress will restore the dignity, authority and autonomy of our public institutions, which has been eroded by the NDA government, while making them accountable to Parliament."
591,We believe that self-regulation is the best way to correct the abuse of media freedom.
592,"We will amend the Press Council of India Act, 1978 to strengthen the system of self-regulation, protect the freedom of journalists, uphold editorial independence and guard against government interference."
593,"24 Institutions Never before have the institutions that underpin a parliamentary democracy been so brazen- ly undermined, denigrated and captured as in the last 5 years."
594,"Examples of this include the Reserve Bank of India, Central Vigilance Commission, Election Commission of India, Central Bureau of Investigation, Enforcement Directorate, Central Information Commission, National Statistics Commission and National Human Rights Commission."
595,"Congress promises to restore the dignity, au- thority and autonomy of these institutions while making them accountable to Parliament."
596,Congress promises that selection and appointment to these bodies will be transparent and will be with due regard to the importance of institutional integrity.
597,Congress promises to amend the Anti-Defection Law to provide for instant disqualification of a Member of Parliament or a Member of the State Legislature for proven disobedience to the party’s whip or for withdrawing allegiance to the party or for supporting another party.
598,A disqualified mem- ber shall not be eligible to hold any public office (including that of minister) or be a candidate in an election to Parliament or the State Legislature for a period of 2 years from the date of disqualification.
599,We will introduce the requirement of public con- sultation before a Bill is introduced in Parliament.
600,All government schemes and programmes shall be subjected to social audit.
601,Congress promises to enact a Social Accountability Act.
602,"Congress promises to amend the Aadhaar Act, 2016 in order to restrict the use of Aadhaar to subsidies, benefits and services provided by the government as was originally intended under the law."
603,"Congress also promises that, having regard to the inherent limitations of biometric identifica- tion, alternate instruments of identification will be allowed under the law."
604,"Appointments to the Lokpal will be made in accor- dance with the Lokpal and Lokayuktas Act, 2013."
605,"The Leader of the Opposition in the Lok Sabha and, in the absence of such a leader, the leader of the largest Opposition Party will be a full-fledged member of the selection committee."
606,"25 Anti-Corruption Congress will enforce anti-corruption laws Congress will also investigate the circumstances without discrimination Congress will cause to be investigated several deals entered into by the BJP Government in the last 5 years and, in particular, the Rafale deal."
607,under which a number of scamsters were allowed to leave the country and will take determined steps to bring them back and face legal proceedings.
608,"26 Governance, Transparency and Accountability In order to make governance more transparent, re- sult-oriented and accountable, Congress promises to place before the people, annually, a statement on the implementation of manifesto promises."
609,"We will introduce a Diversity Index as a metric to assess and ensure diversity in all government bodies, semi-government agencies, public sector enterprises and other public bodies."
610,"We will ensure that Social Audits of the pro- grammes taken up for implementation are con- ducted and placed before the people, at the end of every year, with a report card on achievements and what remains to be done."
611,"Congress will review the Right to Information Act, 2005 in the light of its working in the last 14 years and omit provisions that may have dilut- ed the Act and add provisions to strengthen the Act."
612,"In accordance with the letter and spirit of the Act, Congress promises to appoint as Information Commissioners qualified persons drawn from dif- ferent sections of the society."
